Hours_Studied,Attendance,Parental_Involvement,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender,Exam_Score,Study_Efficiency,Wellness_Index
17,93,Low,8,93,Low,0,Low,Medium,Public,3,No,College,Male,66,1581,12.0
16,97,Medium,8,81,High,0,High,High,Private,2,No,High School,Male,70,1552,8.0
16,72,Low,9,52,Medium,1,Medium,High,Public,1,Yes,College,Female,60,1152,4.5
16,98,Medium,8,85,Low,0,Low,High,Public,2,No,College,Male,69,1568,8.0
16,66,Medium,7,95,Low,1,Medium,Medium,Public,4,No,College,Male,65,1056,14.0
18,63,High,7,84,Medium,1,Medium,High,Public,2,No,High School,Female,66,1134,7.0
16,77,Medium,10,69,Medium,1,Medium,Medium,Private,3,No,High School,Female,64,1232,15.0
21,93,Medium,8,80,Medium,0,High,High,Public,1,No,College,Female,71,1953,4.0
22,79,High,7,59,Medium,0,Medium,Medium,Public,3,No,College,Male,66,1738,10.5
15,93,Medium,7,80,Low,0,Low,Medium,Public,3,No,High School,Female,66,1395,10.5
28,89,Medium,6,75,Medium,1,Low,Low,Private,3,No,High School,Male,68,2492,9.0
14,68,High,5,51,High,1,High,Medium,Public,5,Yes,High School,Male,63,952,12.5
10,98,Medium,10,66,Low,1,Low,High,Public,2,No,College,Female,66,980,10.0
22,62,Low,8,60,Low,0,Medium,High,Public,2,No,College,Male,61,1364,8.0
28,77,High,6,85,High,0,Low,Medium,Public,1,No,Postgraduate,Female,69,2156,3.0
24,67,Medium,6,87,Low,0,Medium,Medium,Public,4,No,College,Male,67,1608,12.0
11,74,High,8,68,Low,0,Medium,Medium,Public,3,No,High School,Male,62,814,12.0
11,68,Low,8,50,Low,2,Low,High,Private,4,No,High School,Female,61,748,16.0
30,68,High,6,61,High,1,Medium,Medium,Public,3,No,Postgraduate,Female,70,2040,9.0
16,67,High,6,88,Medium,0,High,Low,Public,3,No,College,Male,65,1072,9.0
15,80,High,8,80,Medium,1,Low,Medium,Public,4,No,High School,Female,65,1200,16.0
6,92,Medium,5,77,Medium,1,Low,High,Public,4,No,High School,Male,66,552,10.0
18,83,Medium,6,64,Low,1,Medium,High,Private,3,No,High School,Female,66,1494,9.0
19,96,Medium,7,54,High,1,Low,Medium,Public,3,No,College,Male,69,1824,10.5
24,85,High,8,89,Medium,1,Low,Medium,Public,3,No,High School,Female,70,2040,12.0
12,88,High,6,52,Low,1,Medium,High,Public,1,No,High School,Male,63,1056,3.0
11,87,Low,8,53,High,1,Medium,Medium,Public,3,No,High School,Female,64,957,12.0
23,78,High,9,65,High,1,Low,High,Public,2,Yes,College,Female,65,1794,9.0
26,88,High,6,79,Medium,1,Low,High,Public,4,No,High School,Male,71,2288,12.0
11,63,Medium,10,100,High,0,Medium,Medium,Public,3,No,High School,Female,61,693,15.0
26,94,Low,9,55,Low,2,High,Medium,Public,3,No,High School,Male,69,2444,13.5
20,91,High,7,74,Medium,1,Medium,Medium,Public,4,No,High School,Male,69,1820,14.0
27,70,Medium,7,80,Low,1,Low,Medium,Public,3,No,High School,Female,66,1890,10.5
20,91,High,6,91,Medium,3,High,High,Public,2,No,High School,Male,72,1820,6.0
5,61,High,9,84,High,1,Medium,Medium,Public,3,No,College,Male,60,305,13.5
19,69,Low,7,90,Medium,0,Low,Medium,Public,1,No,College,Male,62,1311,3.5
26,63,Medium,5,76,Medium,3,Medium,High,Public,5,Yes,High School,Female,66,1638,12.5
15,91,Medium,4,72,Low,1,High,High,Private,2,No,High School,Male,69,1365,4.0
18,90,High,7,81,Medium,2,Medium,Low,Public,3,No,Postgraduate,Male,69,1620,10.5
19,93,Medium,7,95,Low,3,Medium,Medium,Private,3,No,High School,Female,71,1767,10.5
30,80,High,5,80,Medium,0,Low,Medium,Private,4,No,Postgraduate,Female,72,2400,10.0
15,88,Low,4,67,Medium,1,Medium,High,Private,4,No,High School,Female,66,1320,8.0
23,66,Medium,6,80,Medium,1,Medium,Medium,Public,3,No,College,Female,66,1518,9.0
19,86,Medium,6,81,Medium,3,Medium,High,Public,3,No,College,Male,70,1634,9.0
28,63,Medium,8,88,Medium,2,Low,High,Public,2,No,High School,Male,67,1764,8.0
22,67,Medium,7,79,Medium,1,Medium,Low,Private,3,No,College,Female,65,1474,10.5
19,79,Medium,9,60,Low,1,Low,Medium,Public,3,Yes,High School,Female,63,1501,13.5
15,86,High,8,79,Medium,3,Low,Medium,Public,3,No,College,Female,68,1290,12.0
25,66,Low,8,65,Medium,0,Medium,Medium,Public,3,Yes,High School,Male,63,1650,12.0
9,67,Medium,8,54,Medium,3,Medium,High,Private,5,No,College,Male,63,603,20.0
24,68,Medium,5,91,High,1,High,Medium,Public,4,No,College,Female,68,1632,10.0
13,70,Medium,6,53,Medium,2,Low,Medium,Public,0,Yes,College,Female,60,910,0.0
28,69,Medium,10,82,High,0,Medium,Medium,Private,2,No,High School,Female,67,1932,10.0
21,76,Low,4,99,High,0,Low,Low,Public,3,No,College,Male,65,1596,6.0
24,86,High,7,54,Medium,0,Low,High,Public,2,No,College,Male,68,2064,7.0
20,78,Medium,8,61,Medium,0,Medium,Medium,Public,2,Yes,High School,Female,62,1560,8.0
9,91,Medium,4,88,Low,2,Medium,Medium,Public,4,Yes,Postgraduate,Female,65,819,8.0
15,89,Medium,6,55,High,1,Low,Medium,Private,3,No,High School,Male,66,1335,9.0
24,65,Medium,10,92,Low,3,Medium,High,Public,4,No,High School,Male,67,1560,20.0
21,62,Low,7,50,Low,1,High,Medium,Public,2,No,High School,Female,60,1302,7.0
27,95,Low,6,94,High,2,Medium,Medium,Public,4,No,Postgraduate,Female,74,2565,12.0
22,63,Low,7,53,Medium,1,High,Medium,Public,4,No,High School,Male,62,1386,14.0
14,66,Low,6,96,Low,0,High,Medium,Public,3,No,College,Male,61,924,9.0
15,61,Medium,10,93,High,0,Medium,High,Public,4,No,High School,Male,63,915,20.0
21,85,Medium,6,77,Medium,2,Low,Medium,Public,3,No,College,Male,66,1785,9.0
6,83,Medium,6,89,Medium,1,Low,Medium,Public,4,No,Postgraduate,Female,65,498,12.0
30,99,Low,5,54,Medium,0,Medium,Medium,Private,3,No,Postgraduate,Male,72,2970,7.5
23,95,High,7,57,Medium,1,Low,Medium,Private,2,No,High School,Female,70,2185,7.0
27,76,High,7,68,Medium,1,Medium,Medium,Public,3,No,Postgraduate,Female,71,2052,10.5
11,75,High,9,77,Medium,1,High,High,Private,2,Yes,College,Male,64,825,9.0
27,72,Medium,5,93,Low,1,High,Medium,Public,2,No,College,Male,70,1944,5.0
33,66,Medium,8,77,Medium,2,Medium,Low,Public,3,No,High School,Male,68,2178,12.0
12,66,Low,7,83,Medium,1,Medium,Medium,Public,3,No,High School,Male,61,792,10.5
25,65,High,4,84,High,1,High,Medium,Public,2,No,High School,Male,68,1625,4.0
20,65,Low,6,94,Medium,1,Low,High,Public,2,No,Postgraduate,Female,64,1300,6.0
11,70,Medium,6,89,Low,2,Medium,Medium,Public,4,No,High School,Female,64,770,12.0
23,72,Medium,10,99,Medium,2,Medium,High,Private,4,No,Postgraduate,Female,71,1656,20.0
25,98,Medium,8,51,Medium,0,Medium,Medium,Private,2,No,College,Female,72,2450,8.0
16,83,Medium,7,60,Medium,0,High,Medium,Public,1,No,College,Female,66,1328,3.5
10,75,Medium,4,90,Medium,3,Medium,High,Public,3,Yes,Postgraduate,Male,65,750,6.0
11,78,High,8,63,Low,1,Low,Medium,Public,3,No,High School,Female,64,858,12.0
21,73,High,8,99,Medium,1,Medium,High,Public,4,No,College,Male,69,1533,16.0
20,67,Medium,6,93,Low,1,Low,Medium,Public,3,Yes,College,Male,62,1340,9.0
16,66,Medium,7,53,High,2,Medium,Medium,Public,2,No,Postgraduate,Male,62,1056,7.0
25,98,Low,7,91,Medium,2,Low,Low,Public,3,No,Postgraduate,Female,72,2450,10.5
23,99,Medium,7,89,High,1,Medium,Medium,Public,3,No,High School,Female,73,2277,10.5
25,62,Medium,6,61,High,1,Medium,Medium,Public,4,No,Postgraduate,Female,64,1550,12.0
19,66,Medium,8,83,Medium,2,Medium,High,Public,3,No,High School,Female,65,1254,12.0
24,77,High,9,99,Medium,1,Low,Medium,Public,1,No,High School,Male,70,1848,4.5
17,67,Medium,6,84,High,1,High,High,Public,3,No,Postgraduate,Female,66,1139,9.0
32,75,Low,5,91,Low,1,High,Medium,Public,2,No,College,Female,70,2400,5.0
15,65,Medium,6,55,Low,2,Medium,Medium,Private,3,No,High School,Female,63,975,9.0
33,78,Low,7,86,Medium,1,Low,High,Public,4,No,High School,Male,69,2574,14.0
20,71,High,8,60,Low,0,Medium,Medium,Public,2,No,High School,Male,64,1420,8.0
12,74,Low,8,54,Medium,2,Medium,Medium,Private,5,No,Postgraduate,Female,63,888,20.0
28,64,Medium,8,78,Low,2,Medium,Medium,Private,3,No,Postgraduate,Male,66,1792,12.0
21,77,Medium,8,88,Low,2,High,Medium,Private,1,No,College,Female,68,1617,4.0
27,73,Low,9,97,Medium,2,Medium,High,Public,1,No,High School,Female,67,1971,4.5
22,95,Medium,7,85,Medium,0,Medium,Medium,Private,4,No,College,Male,71,2090,14.0
16,94,Low,8,56,Low,2,Low,High,Public,2,No,College,Female,66,1504,8.0
26,98,Medium,7,97,Medium,2,Low,Medium,Public,2,Yes,Postgraduate,Male,72,2548,7.0
20,92,High,7,58,Low,2,Low,Low,Public,4,No,Postgraduate,Female,70,1840,14.0
24,86,Medium,7,88,Medium,1,Low,Medium,Public,3,No,High School,Male,69,2064,10.5
7,94,Medium,9,57,High,2,Medium,Medium,Public,3,No,Postgraduate,Female,66,658,13.5
23,63,High,7,100,Low,2,Medium,High,Private,3,No,Postgraduate,Female,69,1449,10.5
16,79,Medium,6,67,Low,2,Medium,High,Private,3,No,College,Male,65,1264,9.0
30,100,High,6,75,Medium,0,Low,Medium,Public,4,No,College,Female,75,3000,12.0
24,91,Low,8,73,Medium,2,Low,High,Private,2,No,Postgraduate,Male,70,2184,8.0
21,98,High,6,55,Low,1,Medium,Medium,Public,3,No,High School,Male,70,2058,9.0
23,91,Medium,7,75,Low,2,Low,High,Public,2,No,High School,Male,69,2093,7.0
14,95,High,7,57,Medium,2,Low,Low,Public,2,No,College,Female,68,1330,7.0
32,90,Medium,5,98,High,0,Medium,High,Public,3,No,College,Male,74,2880,7.5
22,81,Low,5,90,Medium,0,High,Medium,Public,2,No,College,Female,66,1782,5.0
30,97,High,6,72,High,1,Low,High,Public,2,No,High School,Female,74,2910,6.0
17,93,Medium,5,50,Low,3,High,Medium,Public,2,No,High School,Male,67,1581,5.0
15,94,High,8,52,Low,1,Medium,Medium,Private,2,No,College,Female,67,1410,8.0
20,87,Medium,10,75,Low,3,Medium,Medium,Private,2,No,College,Female,70,1740,10.0
23,72,Low,6,84,Medium,1,High,High,Public,2,No,High School,Male,67,1656,6.0
23,97,Medium,6,80,Low,1,Low,Low,Public,2,No,College,Male,70,2231,6.0
23,66,High,7,80,Medium,1,Medium,Medium,Public,3,No,College,Female,68,1518,10.5
25,93,Medium,5,62,Medium,0,Low,Medium,Public,3,No,High School,Male,68,2325,7.5
21,93,Medium,6,67,Medium,1,High,Medium,Public,3,No,High School,Female,69,1953,9.0
27,93,High,7,84,Low,1,Medium,Medium,Private,2,No,Postgraduate,Male,72,2511,7.0
13,86,Medium,7,80,Medium,0,Low,Medium,Private,5,No,College,Male,65,1118,17.5
23,75,Low,7,68,Medium,1,High,Low,Private,4,Yes,High School,Male,64,1725,14.0
13,72,Medium,8,56,Low,1,Low,High,Public,4,No,Postgraduate,Female,64,936,16.0
16,93,High,7,52,Low,2,Medium,High,Public,3,No,High School,Male,69,1488,10.5
14,63,High,7,79,Medium,1,Low,Medium,Public,3,No,High School,Male,61,882,10.5
17,85,High,6,66,Medium,0,Medium,High,Public,2,No,College,Female,68,1445,6.0
19,80,High,6,69,Low,1,Low,Low,Private,4,Yes,College,Male,66,1520,12.0
25,81,Medium,8,79,Low,1,Medium,Medium,Public,4,No,College,Female,68,2025,16.0
18,97,Low,5,79,Low,2,Low,High,Public,3,No,College,Male,70,1746,7.5
27,91,Medium,8,75,Low,2,Medium,High,Private,3,No,High School,Male,71,2457,12.0
15,62,Medium,7,74,High,0,Low,High,Public,3,No,Postgraduate,Female,61,930,10.5
20,62,High,7,91,Low,1,Medium,Low,Public,3,No,College,Male,64,1240,10.5
23,77,Medium,8,73,Medium,1,Low,Low,Public,2,No,College,Male,65,1771,8.0
21,63,Low,6,77,Low,3,Medium,High,Public,1,No,High School,Male,63,1323,3.0
23,81,Medium,9,59,Low,2,Medium,High,Public,2,No,College,Male,68,1863,9.0
15,61,High,6,86,High,2,High,High,Public,3,No,High School,Female,65,915,9.0
33,62,Medium,7,74,Low,2,Medium,Medium,Public,2,No,College,Male,66,2046,7.0
21,85,Medium,6,92,Medium,1,Medium,High,Public,2,Yes,High School,Male,69,1785,6.0
19,92,Low,7,70,Low,2,High,Medium,Private,2,No,College,Male,69,1748,7.0
26,78,High,8,65,Medium,3,Medium,Medium,Public,3,No,College,Female,70,2028,12.0
21,82,Medium,10,60,High,3,High,High,Public,4,No,High School,Female,70,1722,20.0
22,92,Medium,6,94,Medium,1,Medium,Medium,Public,3,No,High School,Male,71,2024,9.0
35,84,Medium,5,86,Medium,1,Medium,Medium,Public,3,No,High School,Female,72,2940,7.5
18,69,Medium,7,54,Medium,1,Low,High,Public,4,No,High School,Male,61,1242,14.0
18,85,Medium,6,86,High,1,Medium,Medium,Private,3,No,High School,Female,68,1530,9.0
21,85,Medium,7,52,Medium,3,Low,Medium,Private,3,No,High School,Male,66,1785,10.5
26,89,Medium,8,59,Low,1,Low,High,Public,4,No,High School,Male,70,2314,16.0
11,85,Medium,10,80,Low,0,Low,High,Public,3,No,College,Female,63,935,15.0
8,99,Medium,6,73,Medium,1,Medium,Medium,Public,3,No,High School,Female,68,792,9.0
16,68,Low,4,92,Medium,1,Medium,Medium,Public,4,No,College,Male,62,1088,8.0
10,98,Medium,7,80,Low,3,Medium,Medium,Private,3,No,College,Male,69,980,10.5
17,82,Medium,8,98,Medium,3,Medium,High,Public,4,No,High School,Male,69,1394,16.0
23,87,Medium,6,93,Medium,1,High,High,Private,4,No,Postgraduate,Female,72,2001,12.0
15,64,High,7,67,Medium,2,Low,High,Public,3,No,High School,Male,64,960,10.5
11,75,Low,7,92,Medium,2,Low,High,Public,4,No,College,Female,63,825,14.0
20,91,Medium,7,93,High,1,Low,Medium,Public,3,No,Postgraduate,Male,70,1820,10.5
25,88,Low,8,98,Low,1,Low,Low,Private,4,No,Postgraduate,Male,69,2200,16.0
10,62,High,7,51,Medium,1,Medium,High,Private,2,No,High School,Male,61,620,7.0
25,82,High,8,94,Low,2,Low,Medium,Public,3,No,High School,Male,70,2050,12.0
25,64,Medium,4,53,Low,1,Medium,Medium,Public,2,No,College,Male,64,1600,4.0
27,96,Medium,6,71,Medium,2,Medium,Medium,Public,2,No,College,Female,73,2592,6.0
33,61,Low,5,96,Medium,2,Medium,Medium,Public,3,No,High School,Male,67,2013,7.5
18,94,Medium,7,70,Medium,2,Medium,High,Public,3,No,College,Female,69,1692,10.5
21,97,Medium,6,80,Low,2,Medium,Medium,Private,4,No,College,Male,72,2037,12.0
20,89,Medium,8,51,Medium,3,Medium,High,Public,3,No,Postgraduate,Female,70,1780,12.0
29,78,Medium,7,80,Medium,2,Medium,Medium,Public,4,No,Postgraduate,Female,73,2262,14.0
12,86,High,5,76,Low,2,High,Medium,Public,3,No,Postgraduate,Female,68,1032,7.5
15,74,Medium,6,80,Medium,2,High,Medium,Public,3,No,Postgraduate,Male,66,1110,9.0
26,77,Medium,7,53,High,3,Medium,High,Private,3,No,High School,Female,67,2002,10.5
18,66,Medium,9,59,Medium,0,Low,Medium,Private,3,No,High School,Male,62,1188,13.5
25,93,Low,8,93,Medium,2,Medium,Medium,Public,3,No,College,Male,72,2325,12.0
22,74,Low,6,68,Medium,0,Medium,Low,Public,4,No,High School,Male,65,1628,12.0
29,76,Medium,9,72,Medium,1,High,Medium,Public,3,No,High School,Male,69,2204,13.5
20,96,Medium,9,70,Medium,2,Low,Low,Public,2,Yes,High School,Male,69,1920,9.0
26,80,High,4,86,Medium,0,Low,Medium,Public,4,No,College,Male,69,2080,8.0
36,82,Low,7,63,Medium,0,Medium,Medium,Private,3,No,High School,Male,69,2952,10.5
24,98,Low,6,53,Medium,1,Medium,Low,Public,2,No,High School,Female,69,2352,6.0
20,95,Medium,7,69,Low,0,Medium,High,Public,3,No,High School,Male,70,1900,10.5
18,79,Medium,6,96,Medium,3,Medium,Low,Public,3,Yes,Postgraduate,Male,69,1422,9.0
34,99,Medium,8,53,Medium,0,Medium,High,Public,5,No,College,Male,75,3366,20.0
21,75,Low,5,91,Medium,2,Low,Low,Public,3,No,High School,Male,66,1575,7.5
18,75,Medium,7,53,Medium,0,High,High,Public,2,No,High School,Male,63,1350,7.0
15,68,Medium,5,67,Medium,3,Medium,High,Private,4,No,Postgraduate,Male,64,1020,10.0
27,65,Medium,9,51,Medium,2,High,Medium,Private,2,No,Postgraduate,Female,66,1755,9.0
25,90,Medium,7,96,Medium,1,Medium,Medium,Public,4,No,College,Male,72,2250,14.0
17,91,Medium,8,85,High,3,Medium,High,Public,4,No,College,Female,71,1547,16.0
23,99,Low,7,68,Medium,0,High,High,Private,2,No,High School,Male,70,2277,7.0
11,91,High,7,69,Medium,2,Low,Medium,Private,2,No,College,Male,67,1001,7.0
21,70,Medium,7,82,High,0,High,High,Public,3,No,High School,Female,65,1470,10.5
23,62,High,9,54,Low,3,Low,Medium,Private,4,No,High School,Male,65,1426,18.0
30,99,Medium,6,57,Medium,0,Low,Medium,Public,4,No,Postgraduate,Male,73,2970,12.0
15,74,Medium,4,92,Low,1,Medium,Medium,Private,3,No,Postgraduate,Male,66,1110,6.0
12,72,Low,6,60,High,0,Low,Medium,Public,4,No,Postgraduate,Male,62,864,12.0
15,96,Medium,5,86,Medium,2,High,Medium,Private,2,No,High School,Male,71,1440,5.0
12,83,Medium,8,61,Medium,3,High,Medium,Public,5,Yes,High School,Male,66,996,20.0
28,69,High,7,54,Low,1,Low,Medium,Public,2,No,College,Male,65,1932,7.0
29,96,Medium,8,95,Medium,0,High,Medium,Private,2,No,High School,Female,75,2784,8.0
22,100,High,7,95,Medium,2,Low,Medium,Public,4,No,College,Male,74,2200,14.0
27,63,Medium,7,80,High,1,Medium,High,Private,3,No,High School,Male,65,1701,10.5
21,94,Medium,7,73,Low,2,Low,Medium,Private,3,No,Postgraduate,Female,71,1974,10.5
19,76,High,9,78,Low,1,Low,Medium,Public,1,No,Postgraduate,Female,65,1444,4.5
18,81,Medium,7,70,High,0,Low,Medium,Private,2,No,College,Male,65,1458,7.0
18,97,Medium,9,88,Medium,0,Low,Medium,Public,4,No,High School,Female,67,1746,18.0
11,99,Medium,9,88,Medium,2,Low,Medium,Public,2,No,High School,Male,67,1089,9.0
22,70,Medium,7,91,Medium,2,Medium,Medium,Public,1,No,High School,Male,66,1540,3.5
20,69,High,7,76,High,1,Medium,Medium,Public,3,No,High School,Female,67,1380,10.5
24,63,Medium,6,90,Medium,2,Low,Medium,Private,5,No,Postgraduate,Female,66,1512,15.0
21,82,Low,9,58,Medium,0,Medium,Medium,Public,2,No,High School,Male,65,1722,9.0
19,61,High,6,52,Low,1,Low,Medium,Public,3,No,High School,Female,59,1159,9.0
20,63,Medium,7,55,High,2,Low,High,Public,3,No,High School,Male,63,1260,10.5
24,76,Low,5,78,High,1,Medium,Medium,Private,4,Yes,High School,Male,65,1824,10.0
13,62,Medium,6,86,High,2,Low,Medium,Public,4,No,High School,Male,61,806,12.0
21,93,Low,9,70,Medium,0,Medium,High,Public,1,No,Postgraduate,Female,68,1953,4.5
21,68,Medium,8,52,Medium,3,Low,Medium,Public,2,No,College,Male,65,1428,8.0
16,73,Low,6,94,Medium,1,Low,Medium,Private,2,No,College,Female,61,1168,6.0
16,95,Medium,8,52,Medium,0,Low,Medium,Private,3,No,Postgraduate,Male,69,1520,12.0
21,90,Low,10,95,High,2,High,High,Private,4,No,College,Male,72,1890,20.0
13,69,Medium,7,53,High,2,Medium,Medium,Private,3,Yes,High School,Female,59,897,10.5
22,63,Medium,9,87,Low,0,High,High,Public,2,No,College,Female,63,1386,9.0
15,89,Medium,8,96,High,3,Low,High,Public,3,No,High School,Male,69,1335,12.0
26,76,Low,7,95,High,1,Low,High,Public,1,No,Postgraduate,Male,67,1976,3.5
34,91,Low,7,95,Medium,1,Medium,Medium,Public,3,Yes,College,Male,70,3094,10.5
15,78,Medium,8,94,High,0,Low,Medium,Private,4,No,Postgraduate,Male,67,1170,16.0
23,74,Medium,6,76,Medium,1,Low,Medium,Public,2,No,College,Male,66,1702,6.0
26,90,Low,6,81,Medium,1,Low,Medium,Private,3,No,Postgraduate,Male,71,2340,9.0
12,96,High,4,95,Medium,3,Medium,Medium,Private,0,Yes,High School,Male,69,1152,0.0
23,62,High,6,92,Low,0,High,Medium,Public,2,No,High School,Male,65,1426,6.0
15,81,Medium,4,89,High,0,Low,Medium,Private,3,No,Postgraduate,Female,66,1215,6.0
19,61,Medium,8,84,High,2,Medium,High,Public,4,No,High School,Male,66,1159,16.0
14,79,High,5,81,High,3,High,Medium,Public,3,No,High School,Female,67,1106,7.5
25,95,High,8,96,Low,1,Medium,Medium,Public,4,No,Postgraduate,Male,74,2375,16.0
15,74,High,8,60,Low,3,Low,Medium,Public,5,No,High School,Male,66,1110,20.0
23,97,Medium,8,60,Medium,1,Medium,High,Public,3,No,College,Male,72,2231,12.0
18,85,High,4,99,High,0,Low,Medium,Private,4,No,College,Male,69,1530,8.0
19,97,Low,9,78,Medium,0,Medium,Medium,Private,4,No,High School,Female,68,1843,18.0
15,64,Medium,8,93,Medium,0,Low,Medium,Public,2,No,High School,Female,61,960,8.0
21,69,Medium,10,92,Low,2,Low,Medium,Private,3,No,High School,Male,65,1449,15.0
15,67,Low,5,59,Low,0,Low,Medium,Private,3,No,High School,Male,59,1005,7.5
27,80,High,8,90,Low,1,Medium,High,Public,3,No,Postgraduate,Female,71,2160,12.0
29,79,Medium,5,89,Medium,0,High,High,Public,3,No,Postgraduate,Female,72,2291,7.5
15,98,High,7,61,Medium,1,Low,High,Private,3,No,College,Female,71,1470,10.5
11,77,Low,6,92,Low,0,Low,Medium,Public,5,No,High School,Male,61,847,15.0
22,91,Medium,7,74,Medium,1,Medium,Medium,Private,2,Yes,College,Female,67,2002,7.0
17,98,Medium,5,73,Low,0,Low,High,Public,2,No,College,Male,67,1666,5.0
31,95,Medium,5,99,Medium,1,Medium,Medium,Private,4,No,High School,Female,74,2945,10.0
20,68,High,6,76,Low,2,Medium,Medium,Public,3,No,High School,Female,66,1360,9.0
15,80,Medium,7,57,Low,1,Low,Medium,Private,4,No,High School,Male,63,1200,14.0
27,76,High,9,67,Medium,1,Low,Medium,Public,4,No,High School,Female,68,2052,18.0
17,74,Medium,8,98,Low,1,High,High,Public,3,No,High School,Female,65,1258,12.0
20,93,Medium,8,63,Medium,0,Low,High,Public,3,No,High School,Male,66,1860,12.0
26,78,Medium,6,72,Medium,1,Low,Medium,Private,3,No,High School,Female,67,2028,9.0
17,81,Medium,5,87,High,0,Low,High,Private,2,No,College,Female,67,1377,5.0
20,99,Medium,7,64,High,0,Medium,Medium,Public,4,No,High School,Male,70,1980,14.0
24,80,Medium,7,60,Medium,1,High,High,Public,3,No,High School,Female,68,1920,10.5
24,91,Medium,9,62,Low,3,Low,Medium,Public,4,No,College,Male,70,2184,18.0
19,66,High,9,99,Medium,1,Medium,Medium,Public,3,No,College,Male,66,1254,13.5
20,84,High,8,68,Medium,0,Low,Medium,Private,4,No,Postgraduate,Male,69,1680,16.0
18,70,Medium,7,86,Medium,1,High,Medium,Public,2,No,High School,Female,65,1260,7.0
11,95,Medium,6,92,Medium,2,Medium,Low,Public,3,No,Postgraduate,Female,68,1045,9.0
22,73,Low,7,67,Medium,3,High,Medium,Private,2,No,High School,Male,65,1606,7.0
31,73,Medium,6,68,High,1,Medium,Medium,Public,3,No,High School,Female,70,2263,9.0
15,84,Low,7,89,High,1,Low,High,Public,3,No,High School,Female,65,1260,10.5
15,67,High,5,80,High,3,Medium,High,Public,4,No,College,Male,67,1005,10.0
24,77,Medium,8,87,High,2,Low,Medium,Public,1,Yes,Postgraduate,Female,68,1848,4.0
19,81,Low,6,62,Medium,1,Medium,Low,Public,3,No,High School,Female,64,1539,9.0
21,83,High,7,64,Medium,2,Medium,Low,Private,2,No,High School,Male,68,1743,7.0
25,65,Medium,8,93,Low,2,Medium,Medium,Public,3,No,College,Female,66,1625,12.0
12,90,Medium,7,61,Medium,2,Low,High,Private,2,No,High School,Male,66,1080,7.0
11,94,Low,8,94,Medium,2,Low,Medium,Public,2,No,College,Male,67,1034,8.0
29,70,Medium,4,91,Low,2,Low,Medium,Public,3,No,College,Male,69,2030,6.0
16,76,Low,6,87,Medium,3,Low,Medium,Private,4,No,College,Female,65,1216,12.0
19,81,Low,8,90,Medium,2,Low,Medium,Private,3,No,High School,Female,67,1539,12.0
19,86,Medium,9,93,Low,1,Low,High,Public,3,No,College,Male,69,1634,13.5
23,62,Medium,8,91,High,3,High,Low,Public,3,No,High School,Male,64,1426,12.0
15,89,Medium,6,56,Low,2,Medium,Medium,Public,4,No,College,Male,67,1335,12.0
21,62,High,6,86,Medium,2,Medium,High,Private,4,No,High School,Female,67,1302,12.0
18,79,Medium,9,92,Low,1,Low,Medium,Private,3,No,College,Male,67,1422,13.5
12,93,Medium,6,59,Medium,2,Low,Medium,Private,3,No,High School,Female,67,1116,9.0
22,78,Medium,5,61,Low,2,Low,Medium,Public,4,No,College,Male,68,1716,10.0
19,99,Low,9,67,Low,3,High,Medium,Public,1,No,College,Male,70,1881,4.5
13,96,Medium,6,70,Medium,1,Low,High,Public,3,No,College,Female,68,1248,9.0
30,91,High,6,69,Medium,2,Medium,High,Public,4,No,High School,Female,72,2730,12.0
25,76,Medium,6,61,Medium,1,Medium,Medium,Public,3,No,Postgraduate,Male,67,1900,9.0
26,67,High,8,97,Medium,2,Medium,Medium,Public,0,No,High School,Female,66,1742,0.0
18,98,Low,7,90,Low,0,High,High,Private,1,No,High School,Male,68,1764,3.5
10,81,Medium,8,63,Medium,1,Low,Low,Public,2,No,High School,Male,64,810,8.0
20,74,High,5,69,High,1,Medium,Medium,Public,4,No,College,Female,66,1480,10.0
16,73,High,6,71,Medium,0,Low,Medium,Public,4,No,Postgraduate,Male,67,1168,12.0
23,99,High,6,50,Medium,1,High,Medium,Private,5,Yes,High School,Male,71,2277,15.0
27,81,Low,7,94,Low,0,Low,Medium,Public,4,No,College,Male,68,2187,14.0
20,66,Medium,8,93,Medium,2,Low,High,Public,3,No,High School,Male,65,1320,12.0
28,69,Low,6,93,Low,0,High,Low,Public,3,No,College,Male,67,1932,9.0
26,79,Low,6,90,Low,0,High,Medium,Private,2,Yes,College,Male,66,2054,6.0
14,62,Low,8,87,Medium,1,Medium,Medium,Public,1,No,High School,Male,60,868,4.0
16,79,Medium,8,82,Low,2,Low,Medium,Private,3,Yes,Postgraduate,Female,64,1264,12.0
26,77,Medium,7,98,Low,0,High,Medium,Public,1,No,Postgraduate,Male,69,2002,3.5
4,91,Medium,4,86,Low,3,Low,Medium,Private,4,Yes,College,Male,64,364,8.0
19,74,Medium,9,82,High,2,Low,Medium,Private,3,No,High School,Male,66,1406,13.5
11,99,High,7,89,High,3,Low,Medium,Public,3,No,College,Male,72,1089,10.5
17,67,Low,7,62,Medium,0,Low,Medium,Public,4,No,High School,Female,60,1139,14.0
